1655130430.7868469,0,1123.5372314453125
1655130434.9089372,3,223.9458770751953
1655130436.2821515,4,177.5276336669922
1655130444.470307,10,68.87138366699219
1655130445.8273098,11,62.644386291503906
1655130449.9154491,14,46.00009536743164
1655130451.2698743,15,43.42713165283203
1655130455.350179,18,34.68026351928711
1655130456.7290678,19,31.576297760009766
1655130458.1021843,20,29.788917541503906
1655130460.8119469,22,27.32508087158203
1655130462.1612873,23,26.035446166992188
1655130466.232187,26,22.109725952148438
1655130467.5847023,27,21.100948333740234
1655130475.8608184,33,17.02875518798828
1655130479.9319444,36,15.527060508728027
1655130481.295296,37,15.064353942871094
1655130482.7011008,38,14.572298049926758
1655130484.0541146,39,14.291177749633789
1655130485.4289114,40,14.017541885375977
1655130494.9131372,47,11.746650695800781
1655130496.273576,48,11.493417739868164
1655130497.649496,49,11.210611343383789
1655130500.361702,51,10.690946578979492
1655130501.7253695,52,10.30037784576416
1655130504.4690173,54,9.868672370910645
1655130508.5132184,57,9.212690353393555
1655130512.576097,60,8.737071990966797
1655130513.9363098,61,8.494152069091797
1655130515.2930956,62,8.327467918395996
1655130516.6451197,63,8.152355194091797
1655130519.3705242,65,7.765703201293945
1655130520.73397,66,7.594557762145996
1655130522.1164114,67,7.494209289550781
1655130523.4749353,68,7.310514450073242
1655130526.2401397,70,7.125156402587891
1655130527.6167934,71,6.911774158477783
1655130535.8903258,77,6.011691570281982
1655130538.632537,79,5.668758869171143
1655130540.0032578,80,5.61934232711792
1655130542.750786,82,5.4510064125061035
1655130544.1324878,83,5.387202262878418
1655130546.862289,85,5.201695919036865
1655130548.251823,86,5.138092041015625
1655130552.3826022,89,4.9721245765686035
1655130553.7678385,90,4.879213809967041
1655130560.59058,95,4.616265773773193
1655130566.054038,99,4.350376605987549
1655130567.4333587,100,4.293888092041016
1655130571.569582,103,4.1500444412231445
1655130575.6840894,106,4.033504009246826
1655130577.0535932,107,3.982653856277466
1655130579.8213687,109,3.8923017978668213
1655130586.6722858,114,3.6892709732055664
1655130589.4037998,116,3.5773603916168213
1655130596.2669573,121,3.443955421447754
1655130601.7487345,125,3.3355295658111572
1655130603.1043699,126,3.3006818294525146
1655130605.8442912,128,3.2273330688476562
1655130608.6564615,130,3.193451404571533
1655130610.0306473,131,3.1703338623046875
1655130611.3967438,132,3.1182191371917725
1655130614.1461298,134,3.0696158409118652
1655130616.8921025,136,3.005908489227295
1655130618.2802436,137,2.9776947498321533
1655130626.5530708,143,2.854834794998169
1655130627.9243622,144,2.8350069522857666
1655130630.6677473,146,2.7648673057556152
1655130632.0355027,147,2.7440900802612305
1655130636.1390448,150,2.6691269874572754
1655130645.7553372,157,2.5136587619781494
1655130648.4846199,159,2.484092950820923
1655130649.8700666,160,2.4693515300750732
1655130652.6064496,162,2.4411208629608154
1655130655.3481255,164,2.4140689373016357
1655130658.0989764,166,2.375164747238159
1655130663.6170564,170,2.306281089782715
1655130664.990539,171,2.2898647785186768
1655130666.3448713,172,2.271336555480957
1655130670.4391465,175,2.1976916790008545
1655130671.8228235,176,2.1824145317077637
1655130673.1780996,177,2.1675572395324707
1655130674.542989,178,2.1521759033203125
1655130677.2805378,180,2.1083805561065674
1655130678.6640096,181,2.0889339447021484
1655130682.749171,184,2.052661657333374
1655130684.1456025,185,2.0438385009765625
1655130685.5253406,186,2.029587507247925
1655130689.6292994,189,1.9905825853347778
1655130690.9967532,190,1.979594111442566
1655130692.3554633,191,1.9709513187408447
1655130693.7446318,192,1.9526448249816895
1655130697.8202407,195,1.917920470237732
1655130701.9584835,198,1.8862895965576172
1655130703.3125787,199,1.8779155015945435
1655130704.6797616,200,1.8709630966186523
1655130707.4347203,202,1.851701259613037
1655130708.8080332,203,1.843688726425171
1655130710.1598237,204,1.8340198993682861
1655130711.535385,205,1.8239928483963013
1655130714.2883656,207,1.8016437292099
1655130717.0114486,209,1.7800898551940918
1655130719.7666433,211,1.7590514421463013
1655130722.5050442,213,1.7420884370803833
1655130725.2281852,215,1.7269508838653564
1655130726.573124,216,1.7146679162979126
1655130729.3285584,218,1.6998493671417236
1655130730.6861918,219,1.6876904964447021
1655130732.0563326,220,1.6769890785217285
1655130733.4153152,221,1.668135404586792
1655130734.7732048,222,1.659956455230713
1655130737.4783525,224,1.6446131467819214
1655130738.8278253,225,1.6375844478607178
1655130744.2415257,229,1.613180160522461
1655130748.294861,232,1.5880534648895264
1655130752.3102124,235,1.5699166059494019
1655130754.9876428,237,1.5561635494232178
