Wall time,Step,Value
1655559952.8649898,5882,0.4339357316493988
1655559981.6542346,5921,0.43284687399864197
1655560001.5354192,5948,0.43204131722450256
1655560005.2205825,5953,0.4319124221801758
1655560007.3990488,5956,0.43184739351272583
1655560013.279035,5964,0.43166017532348633
1655560017.6827426,5970,0.4315313398838043
1655560025.7771914,5981,0.43116825819015503
1655560032.4200764,5990,0.43087175488471985
1655560037.5720115,5997,0.4306788742542267
1655560041.9670937,6003,0.4305152893066406
1655560046.397795,6009,0.43032872676849365
1655560047.1329277,6010,0.4302908480167389
1655560072.1877868,6044,0.42941591143608093
1655560072.9168308,6045,0.4293976426124573
1655560078.7718618,6053,0.42917686700820923
1655560095.7083528,6076,0.4285176396369934
1655560097.1435847,6078,0.4284733533859253
1655560097.8768501,6079,0.4284488260746002
1655560105.9956183,6090,0.42814722657203674
1655560108.148013,6093,0.4280710518360138
1655560118.4085088,6107,0.4277363121509552
1655560121.3302076,6111,0.4276273846626282
1655560122.8051941,6113,0.4275890290737152
1655560137.5060875,6133,0.42714470624923706
1655560141.174993,6138,0.42704349756240845
1655560142.6197321,6140,0.42701223492622375
1655560144.0865371,6142,0.4269823431968689
1655560163.1272671,6168,0.4263860285282135
1655560184.443971,6197,0.42560309171676636
1655560190.3015018,6205,0.4253772795200348
1655560194.731008,6211,0.4251461625099182
1655560201.8469365,6221,0.4248809814453125
1655560204.35918,6225,0.4248044788837433
1655560206.9090252,6229,0.42469632625579834
1655560209.4167874,6233,0.4246040880680084
1655560211.2968025,6236,0.42453643679618835
1655560215.6792915,6243,0.42438632249832153
1655560220.6303575,6251,0.42417943477630615
1655560238.5131383,6279,0.423446923494339
1655560239.8633287,6281,0.4233996868133545
1655560244.211506,6288,0.4231623709201813
1655560249.1792693,6296,0.4229277968406677
1655560249.875176,6297,0.4229009449481964
1655560252.02863,6300,0.4228149950504303
1655560261.2597826,6314,0.4224015772342682
1655560270.0231993,6328,0.4220704436302185
1655560272.4440506,6332,0.42196565866470337
1655560273.0790162,6333,0.42193907499313354
1655560273.7622554,6334,0.42191699147224426
1655560281.922339,6347,0.4215795397758484
1655560289.2381313,6358,0.4212803840637207
1655560289.8254051,6359,0.421256959438324
1655560293.0947611,6364,0.421146959066391
1655560294.2908888,6366,0.421094685792923
1655560296.2082226,6369,0.42103418707847595
1655560303.2258961,6380,0.42081403732299805
1655560319.5289521,6406,0.42019397020339966
1655560330.8929913,6424,0.41977670788764954
1655560342.0602221,6443,0.4193776547908783
1655560345.5481813,6449,0.41922011971473694
1655560351.424799,6459,0.41897475719451904
1655560359.6089497,6473,0.4186726212501526
1655560370.1978714,6491,0.41824740171432495
1655560371.9492087,6494,0.41816452145576477
1655560372.5391665,6495,0.418139785528183
1655560388.4140842,6522,0.41754618287086487
1655560391.913485,6528,0.41743946075439453
1655560393.664517,6531,0.4173833727836609
1655560398.9488578,6540,0.41716399788856506
1655560402.449058,6546,0.4170452356338501
1655560405.3784251,6551,0.4169315993785858
1655560405.9658635,6552,0.41690686345100403
1655560413.0125198,6564,0.41665586829185486
1655560415.9289224,6569,0.4165543019771576
1655560425.3284194,6585,0.4161646366119385
1655560428.2641969,6590,0.41605228185653687
1655560431.1750195,6595,0.4159461557865143
1655560433.5527008,6599,0.41586312651634216
1655560442.9127405,6615,0.415583074092865
1655560443.5124898,6616,0.4155675768852234
1655560451.1025603,6629,0.41527053713798523
1655560462.7758205,6649,0.4148541986942291
1655560469.7996302,6661,0.4146159589290619
1655560476.806439,6673,0.4143439531326294
1655560490.7365725,6697,0.41393008828163147
1655560497.1221302,6708,0.4137108027935028
1655560501.1978998,6715,0.413574755191803
1655560504.1250675,6720,0.41349899768829346
1655560505.278259,6722,0.4134710431098938
1655560506.457796,6724,0.4134393632411957
1655560509.9988627,6730,0.4133260250091553
1655560512.3768878,6734,0.4132252633571625
1655560521.7733147,6750,0.4129118323326111
1655560528.1553974,6761,0.4125979542732239
1655560529.3101146,6763,0.41253870725631714
1655560536.8553367,6776,0.412200391292572
1655560538.613305,6779,0.41213124990463257
1655560542.0991664,6785,0.41198956966400146
1655560551.9731715,6802,0.4116392731666565
1655560554.2847126,6806,0.41152092814445496
1655560562.9709537,6821,0.41111233830451965
1655560568.710897,6831,0.4109146296977997
1655560570.4356725,6834,0.41084882616996765
1655560572.1718175,6837,0.41077232360839844
1655560575.0280154,6842,0.41063567996025085
1655560576.191359,6844,0.4105848968029022
1655560579.63109,6850,0.4104616641998291
1655560584.7894046,6859,0.4102686047554016
1655560588.8342245,6866,0.41014978289604187
1655560591.1339443,6870,0.4100854694843292
1655560594.0138867,6875,0.40998339653015137
1655560603.8634784,6892,0.4095699191093445
1655560616.5216527,6914,0.4090399146080017
1655560617.6900327,6916,0.4089897871017456
1655560619.44175,6919,0.4089239835739136
1655560625.7755373,6930,0.4087202847003937
1655560629.809324,6937,0.4085767865180969
1655560642.456784,6959,0.4081050455570221
1655560651.7165697,6975,0.4077320992946625
1655560660.8973625,6991,0.4073958098888397
1655560663.7664719,6996,0.40727701783180237
1655560664.924045,6998,0.4072233736515045
1655560666.6657836,7001,0.40715333819389343
1655560672.9456902,7012,0.4068957269191742
1655560676.447195,7018,0.40677911043167114
1655560682.238932,7028,0.40651312470436096
1655560682.8246915,7029,0.4064909815788269
1655560683.9822497,7031,0.40644779801368713
1655560691.4611418,7044,0.4061576724052429
1655560696.6530397,7053,0.40601029992103577
1655560697.2301326,7054,0.40599483251571655
1655560712.1146278,7080,0.40546175837516785
1655560716.118504,7087,0.40530925989151
1655560729.2949867,7110,0.4047870337963104
1655560733.2947414,7117,0.404630571603775
1655560735.0321748,7120,0.40457016229629517
1655560738.4498909,7126,0.4044385254383087
1655560760.228431,7164,0.40363746881484985
1655560767.705788,7177,0.40336835384368896
1655560768.2832294,7178,0.4033541977405548
1655560769.4137797,7180,0.4033204913139343
1655560772.858344,7186,0.4032003879547119
1655560774.5604787,7189,0.4031476080417633
1655560784.9678574,7207,0.4027363061904907
1655560789.5560236,7215,0.40259313583374023
1655560795.273299,7225,0.4024192988872528
1655560809.0164547,7249,0.40203148126602173
1655560811.2980838,7253,0.4019712209701538
1655560815.8599925,7261,0.4018353223800659
1655560818.1422124,7265,0.4017640948295593
1655560823.274814,7274,0.40163102746009827
1655560834.1357214,7293,0.4012293815612793
1655560839.2692053,7302,0.4010368883609772
1655560842.6851585,7308,0.40088754892349243
1655560854.6384277,7329,0.4004843235015869
1655560857.4676905,7334,0.4003932476043701
1655560859.7724006,7338,0.40029647946357727
1655560860.9088705,7340,0.4002571403980255
1655560868.327989,7353,0.4000314176082611
1655560869.4684923,7355,0.4000033736228943
1655560871.2000155,7358,0.39995071291923523
1655560874.0563416,7363,0.3998391330242157
1655560876.3391106,7367,0.3997775614261627
1655560882.0357008,7377,0.39961230754852295
1655560886.622923,7385,0.3994791805744171
1655560904.9294105,7417,0.39888790249824524
1655560908.9222445,7424,0.39878571033477783
1655560915.1983452,7435,0.3985976576805115
1655560915.7650485,7436,0.3985855281352997
1655560917.483283,7439,0.39855581521987915
1655560919.1590686,7442,0.398520290851593
1655560929.4187777,7460,0.3981742560863495
1655560931.7060387,7464,0.3980754613876343
1655560933.9899762,7468,0.3980177938938141
1655560935.1329658,7470,0.39799830317497253
1655560941.9872572,7482,0.3978170156478882
1655560952.2739408,7500,0.3975168764591217
1655560955.7260895,7506,0.39741241931915283
1655560959.7229311,7513,0.3973093032836914
1655560962.5622597,7518,0.39724215865135193
1655560967.138399,7526,0.39713600277900696
1655560970.5465734,7532,0.39705243706703186
1655560976.8099878,7543,0.39688608050346375
1655560981.3948212,7551,0.3967605233192444
1655560982.539307,7553,0.39672383666038513
1655560985.956595,7559,0.3966373801231384
1655560989.3785791,7565,0.39655739068984985
1655560996.2060368,7577,0.39640378952026367
1655561001.3445058,7586,0.3962704539299011
1655561005.328519,7593,0.39616674184799194
1655561009.3093753,7600,0.3960413932800293
1655561010.4709072,7602,0.39599257707595825
1655561011.6061268,7604,0.3959454596042633
1655561013.3172371,7607,0.3958823084831238
1655561031.063346,7638,0.395286500453949
1655561031.6314747,7639,0.3952734172344208
1655561034.4584646,7644,0.3951997756958008
1655561035.0257232,7645,0.39518412947654724
1655561042.439862,7658,0.39497628808021545
1655561043.5687864,7660,0.3949446380138397
1655561044.1537848,7661,0.39492568373680115
1655561057.8358104,7685,0.3945392072200775
1655561078.3376455,7721,0.3938920199871063
1655561081.73509,7727,0.3937842845916748
1655561082.3043869,7728,0.3937681019306183
1655561083.4306107,7730,0.39373838901519775
1655561098.1745112,7756,0.39334315061569214
1655561098.7400181,7757,0.3933286964893341
1655561099.8739185,7759,0.3932979702949524
1655561100.4436727,7760,0.39328187704086304
1655561101.0137558,7761,0.3932682275772095
1655561102.7131925,7764,0.39321842789649963
1655561110.705826,7778,0.39296549558639526
1655561114.6905763,7785,0.39286041259765625
1655561119.7986188,7794,0.39270490407943726
1655561120.370537,7795,0.3926842510700226
1655561128.313553,7809,0.3924552798271179
1655561135.146722,7821,0.3922775089740753
1655561144.7639012,7838,0.39201828837394714
1655561147.0168672,7842,0.3919571340084076
1655561151.5472412,7850,0.3918328881263733
1655561154.352674,7855,0.3917609751224518
1655561154.920335,7856,0.3917446434497833
1655561158.3499086,7862,0.3916197717189789
1655561161.7576547,7868,0.3915233314037323
1655561169.6410494,7882,0.3913091719150543
1655561176.9871984,7895,0.39112329483032227
1655561180.3932526,7901,0.3910360634326935
1655561187.7082577,7914,0.3908049166202545
1655561188.8219826,7916,0.390768438577652
1655561189.373735,7917,0.3907528817653656
1655561192.7950635,7923,0.39065074920654297
1655561194.495716,7926,0.390616774559021
1655561195.624747,7928,0.3905923664569855
1655561196.1942525,7929,0.39057672023773193
1655561200.1776748,7936,0.3904266357421875
1655561213.1600926,7959,0.3900192379951477
1655561228.417357,7986,0.3895684480667114
1655561232.2909982,7993,0.3894752264022827
1655561246.9378736,8019,0.38911765813827515
1655561250.9036884,8026,0.3890257775783539
1655561252.6176717,8029,0.38899046182632446
1655561253.186315,8030,0.38897770643234253
1655561254.3791287,8032,0.3889474868774414
1655561262.315999,8046,0.3887304961681366
1655561266.5814836,8054,0.38860613107681274
1655561270.20537,8061,0.38848891854286194
1655561272.3259246,8065,0.38840848207473755
1655561278.5770364,8077,0.3882302939891815
1655561279.0921872,8078,0.3882209062576294
1655561282.8196504,8085,0.3881149888038635
1655561288.5348976,8096,0.38793501257896423
1655561302.1637967,8122,0.38747477531433105
1655561306.3750875,8130,0.38734114170074463
1655561312.7092762,8142,0.38713139295578003
1655561313.7667418,8144,0.3871081471443176
1655561316.3713043,8149,0.3870376646518707
1655561323.7331693,8163,0.38683295249938965
1655561324.2607772,8164,0.38682010769844055
1655561325.3105085,8166,0.38679832220077515
1655561334.7023668,8184,0.38655543327331543
1655561335.2084596,8185,0.3865433931350708
1655561338.8554616,8192,0.38646000623703003
1655561339.3688235,8193,0.38644838333129883
1655561343.0789027,8200,0.3863556981086731
1655561343.595361,8201,0.38634294271469116
1655561345.6821427,8205,0.38626861572265625
1655561351.4876223,8216,0.38612914085388184
1655561352.023409,8217,0.3861149549484253
1655561358.2824855,8229,0.3859580159187317
1655561358.7954998,8230,0.38594770431518555
1655561371.6886337,8255,0.38562363386154175
1655561382.8943613,8277,0.3852834403514862
1655561385.9007735,8283,0.3852001130580902
1655561387.3961856,8286,0.3851739466190338
1655561387.8971813,8287,0.3851662278175354
1655561389.9107964,8291,0.3851253390312195
1655561392.452991,8296,0.3850660026073456
1655561395.008883,8301,0.38498708605766296
1655561415.8807948,8342,0.38444918394088745
1655561419.4774387,8349,0.3843505382537842
1655561421.0020857,8352,0.384316623210907
1655561426.6168885,8363,0.384189248085022
1655561428.1691508,8366,0.38415175676345825
1655561431.227962,8372,0.38405296206474304
1655561433.818201,8377,0.3839811682701111
1655561435.8688102,8381,0.38393938541412354
1655561437.9175491,8385,0.3838942348957062
1655561438.4143274,8386,0.3838820159435272
1655561442.4519608,8394,0.38378918170928955
1655561443.9937153,8397,0.38374945521354675
1655561451.0889893,8411,0.38356509804725647
1655561452.6040325,8414,0.3835304081439972
1655561453.6139362,8416,0.38350802659988403
1655561463.8057282,8436,0.38325440883636475
1655561473.8924546,8456,0.3829626441001892
1655561474.398234,8457,0.38293784856796265
1655561476.4182363,8461,0.3828555643558502
1655561491.2918358,8491,0.3824389576911926
1655561497.7494442,8504,0.3823021650314331
1655561506.2657468,8521,0.38208192586898804
1655561510.7058449,8530,0.3819830119609833
1655561515.1880937,8539,0.381877601146698
1655561519.6767032,8548,0.3817588984966278
1655561522.6731746,8554,0.3816806972026825
1655561523.169291,8555,0.3816693127155304
1655561527.1320162,8563,0.3815506398677826
1655561533.1461473,8575,0.38140201568603516
1655561546.0946805,8601,0.38103121519088745
1655561548.584512,8606,0.380959689617157
1655561554.5336406,8618,0.38080593943595886
1655561555.531707,8620,0.38077473640441895
1655561556.0241206,8621,0.3807617425918579
1655561558.9955595,8627,0.3806825280189514
1655561560.483091,8630,0.380636066198349
