Wall time,Step,Value
1655556416.4942439,1899,0.7840861678123474
1655556419.487314,1902,0.7833527326583862
1655556425.4536846,1908,0.7817851305007935
1655556426.4551766,1909,0.7815939784049988
1655556441.3706796,1924,0.7776986956596375
1655556442.3700907,1925,0.7774461507797241
1655556453.3594415,1936,0.7745617628097534
1655556457.3268545,1940,0.7735365033149719
1655556462.319374,1945,0.7723290324211121
1655556464.301711,1947,0.771885871887207
1655556477.2108114,1960,0.7690617442131042
1655556478.2032905,1961,0.7688295245170593
1655556481.1701,1964,0.7682093977928162
1655556483.152824,1966,0.7677733302116394
1655556494.0902333,1977,0.7652828693389893
1655556496.0824218,1979,0.7648565173149109
1655556504.0346823,1987,0.7629567980766296
1655556505.0204904,1988,0.7626924514770508
1655556586.3055794,2070,0.7469404339790344
1655556595.2333379,2079,0.7455183267593384
1655556605.131858,2089,0.7435747981071472
1655556616.020925,2100,0.7416412234306335
1655556624.9477532,2109,0.7396872043609619
1655556629.908193,2114,0.7387518286705017
1655556630.9020581,2115,0.7385255098342896
1655556634.8620813,2119,0.7377753257751465
1655556635.8541121,2120,0.7375990748405457
1655556642.7972035,2127,0.7360501885414124
1655556654.6848197,2139,0.7335063219070435
1655556684.4296718,2169,0.7278853058815002
1655556702.277735,2187,0.7249189615249634
1655556709.2163725,2194,0.7236668467521667
1655556724.0731902,2209,0.7208282947540283
1655556730.016517,2215,0.7196590900421143
1655556739.8815792,2225,0.717922031879425
1655556750.774435,2236,0.7163705825805664
1655556753.7479591,2239,0.7157999873161316
1655556758.6946082,2244,0.7148450613021851
1655556771.5632913,2257,0.7124776244163513
1655556795.3177505,2281,0.7081575393676758
1655556819.0293565,2305,0.7038514614105225
1655556829.914839,2316,0.7023062705993652
1655556832.8808732,2319,0.7018521428108215
1655556845.731711,2332,0.6992383003234863
1655556855.6085296,2342,0.6975850462913513
1655556872.435243,2359,0.6945953965187073
1655556902.1025143,2389,0.6903954744338989
1655556906.062985,2393,0.6898151636123657
1655556907.0503242,2394,0.6896430253982544
1655556910.999802,2398,0.6891754269599915
1655556948.6546125,2436,0.6844274401664734
1655556953.593856,2441,0.6837746500968933
1655556966.4208481,2454,0.6822564005851746
1655556974.3285642,2462,0.6810975670814514
1655556977.28218,2465,0.6806001663208008
1655556997.0198724,2485,0.6779294610023499
1655557004.9383252,2493,0.6769717335700989
1655557009.885927,2498,0.6761899590492249
1655557014.8382936,2503,0.6755160689353943
1655557028.671111,2517,0.6733198761940002
1655557030.647641,2519,0.6730643510818481
1655557039.5642374,2528,0.6720261573791504
1655557041.548411,2530,0.6717425584793091
1655557049.5005927,2538,0.6704570651054382
1655557077.3530934,2566,0.6661378145217896
1655557088.2153826,2577,0.6645298600196838
1655557089.2006974,2578,0.6643791198730469
1655557099.081486,2588,0.6631149053573608
1655557103.0414445,2592,0.6625668406486511
1655557109.9610717,2599,0.6617147326469421
1655557116.8882105,2606,0.6608340740203857
1655557129.7379935,2619,0.6591683626174927
1655557137.6415877,2627,0.6579623222351074
1655557138.6354384,2628,0.6578290462493896
1655557145.5904765,2635,0.6566486954689026
1655557149.5294483,2639,0.6558707356452942
1655557150.5235288,2640,0.6556999683380127
1655557153.4762063,2643,0.6551674008369446
1655557172.229136,2662,0.6524006128311157
1655557180.1713672,2670,0.6512014269828796
1655557181.1554391,2671,0.6510767340660095
1655557184.1297705,2674,0.6505417227745056
1655557191.069482,2681,0.6494386792182922
1655557194.033312,2684,0.649021565914154
1655557196.0006213,2686,0.6487841606140137
1655557198.9596906,2689,0.6484151482582092
1655557202.9231217,2693,0.6478981375694275
1655557211.8089035,2702,0.6467083096504211
1655557217.762021,2708,0.6459195613861084
1655557222.7068467,2713,0.6451404094696045
1655557226.6683307,2717,0.6446077823638916
1655557238.5584202,2729,0.6428054571151733
1655557239.5479553,2730,0.6426934599876404
1655557243.503597,2734,0.6422436237335205
1655557248.430739,2739,0.6417714953422546
1655557249.416557,2740,0.6416596174240112
1655557250.414237,2741,0.6415144801139832
1655557262.320758,2753,0.6396077871322632
1655557263.310344,2754,0.6395021080970764
1655557264.2903516,2755,0.6393218040466309
1655557269.2363634,2760,0.6386536359786987
1655557274.1725953,2765,0.6379459500312805
1655557277.13799,2768,0.6376053690910339
1655557282.0892909,2773,0.6369141340255737
1655557287.033892,2778,0.6363341212272644
1655557293.9703987,2785,0.6355889439582825
1655557320.8100014,2812,0.6327334046363831
1655557342.6794858,2834,0.6299823522567749
1655557352.5671053,2844,0.6286435127258301
1655557369.403437,2861,0.6263759136199951
1655557370.402892,2862,0.6262401938438416
1655557389.2695105,2881,0.6232715249061584
1655557399.293308,2891,0.6221470832824707
1655557401.318645,2893,0.6218357086181641
1655557426.251169,2918,0.6182228922843933
1655557429.2087715,2921,0.6176915764808655
1655557442.0384693,2934,0.6157444715499878
1655557459.8677955,2952,0.6130529046058655
1655557462.8318539,2955,0.6126031875610352
1655557469.7535594,2962,0.6114839911460876
1655557472.7267501,2965,0.6111574769020081
1655557480.6492748,2973,0.6099912524223328
1655557493.5993009,2986,0.6083903908729553
1655557503.5216026,2996,0.6070845127105713
1655557506.4805968,2999,0.6066547632217407
1655557526.2490017,3019,0.6041662096977234
1655557541.0616903,3034,0.6023015975952148
1655557553.9038641,3047,0.6009775996208191
1655557589.4705496,3083,0.5965017676353455
1655557590.4631972,3084,0.5964087843894958
1655557602.3154764,3096,0.5948612689971924
1655557609.222027,3103,0.5941014885902405
1655557610.2133553,3104,0.5940150022506714
1655557611.196719,3105,0.5938889980316162
1655557617.1360228,3111,0.5930735468864441
1655557621.0851302,3115,0.5926315784454346
1655557625.0323145,3119,0.5922524333000183
1655557626.022702,3120,0.5921481251716614
1655557627.010073,3121,0.5920464992523193
1655557631.936782,3126,0.5916203260421753
1655557633.913686,3128,0.5913658738136292
1655557650.764567,3145,0.5893614292144775
1655557678.426947,3173,0.5867486596107483
1655557683.36081,3178,0.5863381028175354
1655557695.206753,3190,0.5853829383850098
1655557697.1851323,3192,0.5852031111717224
1655557704.1674223,3199,0.5847167372703552
1655557709.158765,3204,0.5842700004577637
1655557721.989507,3217,0.5831708312034607
1655557724.9492352,3220,0.5828328728675842
1655557726.935731,3222,0.5826441049575806
1655557733.8720503,3229,0.5819384455680847
1655557745.7507894,3241,0.5806084275245667
1655557747.7236333,3243,0.5804269909858704
1655557769.5371215,3265,0.5786349177360535
1655557772.5008698,3268,0.5783984065055847
1655557802.1759303,3298,0.5760328769683838
1655557810.0826557,3306,0.5755091309547424
1655557843.713457,3340,0.5722620487213135
1655557859.5324776,3356,0.5705684423446655
1655557868.4203072,3365,0.5696327686309814
1655557875.391072,3372,0.5689555406570435
1655557877.3685207,3374,0.568766176700592
1655557880.3341258,3377,0.5684874057769775
1655557882.3004866,3379,0.5682621002197266
1655557887.243925,3384,0.5677926540374756
1655557888.2292924,3385,0.5677221417427063
1655557896.1258967,3393,0.5670192837715149
1655557907.013011,3404,0.5660145282745361
1655557920.831741,3418,0.5645982623100281
1655557924.7869952,3422,0.5641655325889587
1655557928.7320714,3426,0.5637311935424805
1655557936.6506355,3434,0.5626946687698364
1655557941.5956116,3439,0.5621621608734131
1655557963.353124,3461,0.5596802234649658
1655557970.2751226,3468,0.5589435696601868
1655557984.1140816,3482,0.5574614405632019
1655557985.1022859,3483,0.5573488473892212
1655557986.097913,3484,0.5572209358215332
1655557987.083797,3485,0.5571359395980835
1655557993.0227199,3491,0.5565451383590698
1655557995.0071013,3493,0.556372344493866
1655558001.9504128,3500,0.5556232929229736
1655558015.7947772,3514,0.5543745160102844
1655558027.6569748,3526,0.55305016040802
1655558045.4641933,3544,0.551125168800354
1655558051.390277,3550,0.5506357550621033
1655558059.2807713,3558,0.5499008297920227
1655558067.188076,3566,0.5491587519645691
1655558070.1470928,3569,0.5489752292633057
1655558077.1010895,3576,0.5485525131225586
1655558087.9672174,3587,0.547794759273529
1655558088.973797,3588,0.547691822052002
1655558100.8179002,3600,0.5468681454658508
1655558113.6599076,3613,0.5455275177955627
1655558114.650692,3614,0.5454603433609009
1655558115.6371758,3615,0.5453827977180481
1655558116.6198487,3616,0.5452769994735718
1655558130.4893281,3630,0.5439879298210144
1655558154.1906948,3654,0.5418065190315247
1655558157.1658604,3657,0.5415945053100586
1655558159.1280384,3659,0.5414547324180603
1655558161.1066403,3661,0.5412179827690125
1655558164.0664709,3664,0.5409783720970154
1655558168.0177448,3668,0.5406795144081116
1655558170.980727,3671,0.5404002070426941
1655558171.9633865,3672,0.5403321981430054
1655558189.7777786,3690,0.5390650033950806
1655558199.649744,3700,0.5383697152137756
1655558211.5105915,3712,0.5372890830039978
1655558216.447691,3717,0.5369813442230225
1655558231.2517853,3732,0.5357481241226196
1655558244.0916333,3745,0.5346212387084961
1655558245.0769446,3746,0.534553587436676
1655558247.0570471,3748,0.53440260887146
1655558248.0452163,3749,0.5343105792999268
1655558251.021814,3752,0.5340837836265564
1655558252.023125,3753,0.5340226292610168
1655558253.0170057,3754,0.5339716076850891
1655558259.9392405,3761,0.5335747003555298
1655558261.916785,3763,0.5334470272064209
1655558278.739861,3780,0.5322192907333374
1655558280.7136881,3782,0.5320894122123718
1655558281.697106,3783,0.5320168733596802
1655558285.6417549,3787,0.5317167043685913
1655558288.608899,3790,0.5315456390380859
1655558311.3026135,3813,0.5302994847297668
1655558321.1848607,3823,0.5296592712402344
1655558345.9162529,3848,0.5279098749160767
1655558347.880962,3850,0.5277530550956726
1655558357.7533877,3860,0.5269500613212585
1655558366.655696,3869,0.5262780785560608
1655558369.6183681,3872,0.5261151194572449
1655558399.3616705,3902,0.5240748524665833
1655558408.2797704,3911,0.5234915018081665
1655558412.2306042,3915,0.5232259631156921
1655558418.1708558,3921,0.5227278470993042
1655558430.0541427,3933,0.5219541788101196
1655558433.0210056,3936,0.5217683911323547
1655558449.8410025,3953,0.5205275416374207
1655558453.8044417,3957,0.5201963782310486
1655558462.6998966,3966,0.5196506977081299
1655558471.589389,3975,0.5189582109451294
1655558477.5501094,3981,0.5185711979866028
1655558482.4977143,3986,0.5182161331176758
1655558504.2276978,4008,0.5164521932601929
1655558508.1821182,4012,0.5161834955215454
1655558510.1654246,4014,0.5160583853721619
1655558519.0492263,4023,0.5155386924743652
1655558523.9895797,4028,0.5153088569641113
1655558529.92649,4034,0.5149197578430176
1655558535.831433,4040,0.5143996477127075
1655558542.740487,4047,0.5138933658599854
1655558579.368864,4084,0.5117235779762268
1655558604.0817661,4109,0.5102359652519226
1655558610.0057905,4115,0.5097341537475586
1655558615.9275978,4121,0.5092399716377258
1655558618.9436135,4124,0.5090338587760925
1655558641.077702,4146,0.507444441318512
1655558649.1892402,4156,0.5066855549812317
1655558666.6883059,4178,0.5053533315658569
1655558669.1457925,4181,0.5051408410072327
1655558677.8878546,4192,0.5044572949409485
1655558689.82529,4207,0.5034424066543579
1655558700.890156,4221,0.5025412440299988
1655558705.6895514,4227,0.5021485090255737
1655558707.2747386,4229,0.502011239528656
1655558712.8129804,4236,0.501705527305603
1655558720.7600248,4246,0.5011693239212036
1655558723.1558254,4249,0.501008152961731
1655558725.5377479,4252,0.5008020401000977
1655558726.340826,4253,0.5007234215736389
1655558729.4946911,4257,0.5004926919937134
1655558748.8822753,4281,0.4990783929824829
1655558762.2931278,4298,0.49812814593315125
1655558778.3611956,4318,0.4970218539237976
1655558782.378581,4323,0.4966614246368408
1655558786.35091,4328,0.49635258316993713
1655558791.1384268,4334,0.4960523843765259
1655558823.8749533,4376,0.4933285713195801
1655558826.2096353,4379,0.49312740564346313
1655558838.6174595,4395,0.4921470284461975
1655558844.8034368,4403,0.4916853606700897
1655558847.8866918,4407,0.49148455262184143
1655558850.185031,4410,0.49129948019981384
1655558859.4364638,4422,0.4907222390174866
1655558860.9682767,4424,0.49061769247055054
1655558869.472927,4435,0.4901490807533264
1655558875.6394343,4443,0.48967084288597107
1655558884.1061018,4454,0.4891236126422882
1655558893.3906963,4466,0.48856252431869507
1655558911.2216911,4489,0.48745590448379517
1655558915.8581598,4495,0.48716074228286743
1655558919.0066054,4499,0.48699989914894104
1655558930.5861611,4514,0.48618850111961365
1655558935.2500565,4520,0.4859287142753601
1655558939.0664687,4525,0.48567575216293335
1655558946.7862062,4535,0.48512813448905945
1655558949.8581345,4539,0.4848841428756714
1655558952.9479024,4543,0.4846952259540558
1655558953.7116427,4544,0.4846615195274353
1655558967.5576837,4562,0.48376166820526123
1655558969.0789056,4564,0.48366183042526245
1655558972.1542609,4568,0.48344728350639343
1655558976.7245235,4574,0.48311522603034973
1655558982.819836,4582,0.4826860725879669
1655559001.011371,4606,0.48150262236595154
1655559003.3113034,4609,0.48137184977531433
1655559005.5807924,4612,0.48123785853385925
1655559033.8079681,4649,0.4792938828468323
1655559037.568986,4654,0.4790838956832886
1655559040.6163158,4658,0.4788726568222046
1655559041.388174,4659,0.4788230359554291
1655559043.6680808,4662,0.4786691963672638
1655559047.4332209,4667,0.47849780321121216
1655559055.7846653,4678,0.47793111205101013
1655559061.9107697,4686,0.47747698426246643
1655559065.0055864,4690,0.4772615134716034
1655559066.5090945,4692,0.47715702652931213
1655559071.0651803,4698,0.4768478572368622
1655559077.1577237,4706,0.47652727365493774
1655559077.9243891,4707,0.476483017206192
1655559082.4553945,4713,0.47623947262763977
1655559084.7537925,4716,0.47613924741744995
1655559095.410233,4730,0.4754066467285156
1655559100.7261484,4737,0.4751056730747223
1655559117.4684196,4759,0.47410324215888977
1655559122.7926648,4766,0.4737912714481354
1655559127.2937195,4772,0.47352859377861023
1655559130.302637,4776,0.4733682870864868
1655559131.0517468,4777,0.473322331905365
1655559151.2614498,4804,0.4720498025417328
1655559153.50221,4807,0.47191178798675537
1655559155.7533298,4810,0.47179093956947327
1655559157.2645605,4812,0.4716894328594208
1655559158.7645814,4814,0.47160813212394714
1655559170.8067896,4830,0.4709387421607971
1655559172.333294,4832,0.47085806727409363
1655559173.824107,4834,0.470768541097641
1655559174.595186,4835,0.4707167446613312
1655559175.3516417,4836,0.47067931294441223
1655559180.626355,4843,0.47036007046699524
1655559181.382926,4844,0.47029855847358704
1655559194.9252017,4862,0.4694986045360565
1655559210.0092585,4882,0.46855422854423523
1655559219.7610607,4895,0.46800845861434937
1655559229.5432916,4908,0.46749648451805115
1655559231.0277627,4910,0.46742916107177734
1655559245.4269478,4929,0.4665006101131439
1655559248.420793,4933,0.46632784605026245
1655559253.729106,4940,0.4659779667854309
1655559256.706313,4944,0.4658007323741913
1655559260.4562278,4949,0.4655713737010956
1655559283.6315339,4980,0.46440091729164124
1655559291.1093915,4990,0.46407797932624817
1655559291.8593786,4991,0.4640422761440277
1655559315.7528384,5023,0.4626898467540741
1655559333.698948,5047,0.46180951595306396
1655559342.6937547,5059,0.461345911026001
1655559344.2005653,5061,0.46127209067344666
1655559347.9261339,5066,0.46106821298599243
1655559357.6652317,5079,0.4605751037597656
1655559358.414689,5080,0.4605392515659332
1655559364.4152212,5088,0.4602394104003906
1655559365.906163,5090,0.4601552486419678
1655559369.6581469,5095,0.4599842429161072
1655559397.2556512,5132,0.4585951268672943
1655559400.2808266,5136,0.4584152102470398
1655559403.2789793,5140,0.4582463502883911
1655559408.5251224,5147,0.4580370783805847
1655559411.5018592,5151,0.4578991234302521
1655559412.2486758,5152,0.45786064863204956
1655559413.726043,5154,0.45777177810668945
1655559414.4715023,5155,0.4577263593673706
1655559423.4261322,5167,0.4571704566478729
1655559438.3405993,5187,0.4563564360141754
1655559446.6215804,5198,0.4559321701526642
1655559448.1746285,5200,0.4558570981025696
1655559451.9290717,5205,0.4556583762168884
1655559453.4230664,5207,0.45557621121406555
1655559457.134635,5212,0.45538920164108276
1655559461.5714989,5218,0.45519116520881653
1655559466.718611,5225,0.4549531042575836
1655559476.3639865,5238,0.4544888138771057
1655559487.4892232,5253,0.45395225286483765
1655559488.240627,5254,0.4539089500904083
1655559491.2274628,5258,0.45377182960510254
1655559494.2153406,5262,0.45364731550216675
1655559496.4303265,5265,0.453523725271225
1655559512.043182,5286,0.4528387784957886
1655559518.7119906,5295,0.4525033235549927
1655559520.1898518,5297,0.452436238527298
1655559535.7641044,5318,0.45169925689697266
1655559536.5095818,5319,0.4516514837741852
1655559538.734058,5322,0.4515456259250641
1655559540.211716,5324,0.451459139585495
1655559543.1850865,5328,0.4513062834739685
1655559543.9351723,5329,0.4512747526168823
1655559547.6559384,5334,0.4510761797428131
1655559568.5190754,5362,0.4501447379589081
1655559572.9758196,5368,0.44995439052581787
1655559574.4532652,5370,0.4499019682407379
1655559591.5246537,5393,0.4490712881088257
1655559598.2275326,5402,0.44873762130737305
1655559598.9632528,5403,0.4487045705318451
1655559609.3290706,5417,0.4482816159725189
1655559614.4669352,5424,0.4480522572994232
1655559617.4160461,5428,0.4478864371776581
1655559629.980012,5445,0.44732096791267395
1655559635.1599605,5452,0.4471002221107483
1655559636.642097,5454,0.44703784584999084
1655559638.8542516,5457,0.4469496011734009
1655559640.334676,5459,0.44688674807548523
1655559667.7221396,5496,0.4458061456680298
1655559673.6233985,5504,0.4455314576625824
1655559677.3437195,5509,0.4453416168689728
1655559678.0947485,5510,0.4453006982803345
1655559683.2766771,5517,0.445110559463501
1655559686.2542906,5521,0.4450143277645111
1655559687.7400396,5523,0.4449390470981598
1655559704.191746,5545,0.4441739320755005
1655559709.3975987,5552,0.4439544379711151
1655559720.4932816,5567,0.44341734051704407
1655559729.3719409,5579,0.4428960680961609
1655559747.8456442,5604,0.44205451011657715
1655559776.6135721,5643,0.44085296988487244
1655559783.957865,5653,0.4406086802482605
1655559794.3017845,5667,0.440259724855423
1655559809.103637,5687,0.4395458400249481
1655559823.083129,5706,0.4389438331127167
1655559828.2605693,5713,0.4386858344078064
1655559830.4719074,5716,0.43859735131263733
1655559835.6434624,5723,0.43840518593788147
1655559840.8299432,5730,0.43821775913238525
1655559843.0301602,5733,0.4381493926048279
1655559848.219477,5740,0.4379664957523346
1655559855.589943,5750,0.4376407265663147
1655559857.0733478,5752,0.4375632107257843
1655559859.2892482,5755,0.43745750188827515
1655559860.0309436,5756,0.4374213218688965
1655559860.7708848,5757,0.43738389015197754
1655559861.5159106,5758,0.43735072016716003
1655559866.701947,5765,0.43716487288475037
1655559871.8779259,5772,0.43690431118011475
1655559878.5392387,5781,0.43667957186698914
1655559884.4357908,5789,0.43648943305015564
1655559916.0821717,5832,0.43534162640571594
1655559928.5641313,5849,0.43484824895858765
1655559941.1016653,5866,0.43431711196899414
1655559950.6501274,5879,0.43400609493255615
1655559951.3838418,5880,0.43398281931877136
