# ind calculated fitted
222 10184.9421020246008993 10185.4263879896025173
223 27216.7542791995983862 27219.3739712506830983
224 13143.8789577620991622 13146.3385078772480483
225 11037.1774481903994456 11037.9420076345049893
226 40761.9100834479977493 39830.3384992393694120
227 9505.8037105413004610 9511.0334706203157111
228 10483.0557994690007035 10482.7587325198437611
229 9870.5465110590994300 9872.3722853624312847
230 13227.1039356851997582 13217.5844110779999028
231 33309.1773832976978156 33014.4151394064247143
232 35926.3803426696977112 35536.0607075329753570
233 9788.7241918730996986 9792.5675821015684051
234 9948.6454128664991003 9952.0758179703334463
235 9807.5539312591008638 9811.0862032215918589
236 19531.9733272613011650 19508.8042967736691935
237 19644.3972489217994735 19643.3923946443428576
238 16790.8808380066984682 16787.5583086117403582
239 25423.9898508387013862 25400.4006637883903750
240 9825.3974487885006965 9827.2468958069566725
241 11591.1158690437005134 11591.7309859342094569
242 10848.9852675803995226 10847.0022647813457297
243 17612.9912233342984109 17588.9554821719066240
244 10180.0293646585996612 10180.8005910457959544
245 9579.4077067575999536 9580.3827955191663932
246 11809.7215676430005260 11803.5827422886031854
247 35643.3675588441983564 35450.4875686389495968
248 12424.4789460272004362 12423.3434244008185487
249 10073.5385310568999557 10075.3174973373515968
250 20959.6651518053986365 20939.8771145227437955
251 9489.4155388640992896 9494.1985433497211488
252 22289.4500048711015552 22300.8932244713105320
253 10529.2238019901997177 10529.6399970544953248
254 10002.4706484309008374 10003.3997287110978505
255 19792.8875053228985053 19780.9852342800586484
256 33416.4253202253967174 33332.1655648012310849
257 12986.0249392827990960 12983.4978879704140127
258 15880.3729957228006242 15851.2330896546336589
259 16614.5279742679012998 16600.7515089266707946
260 14107.2753581242996006 14090.8724823750271753
261 10797.1691755457995896 10799.7699759841943887
262 17175.8656314469008066 17176.9862145703009446
263 22101.3804648656987411 22090.1217680659465259
264 18145.5973230640993279 18150.9201799231886980
265 22161.6825140754990571 22165.7692161927770940
266 15179.4881816344004619 15172.2557774382694333
267 12594.3874849495005037 12595.6424905177809705
268 27883.5453288731987413 27842.4365398680092767
269 12809.2372992268992675 12806.2625678913627780
270 9579.7601602208997065 9583.5846507723108516
271 10978.1588128645998950 10974.7861921773619542
272 10139.9070780752008432 10139.5362675245851278
273 28810.3686010409001028 28739.3832537989474076
274 34838.7451960316029727 34825.9894885083485860
275 11061.0745167952991324 11063.2503104917977907
276 9781.1899777909002296 9782.6625140863434353
277 9396.1100078730996756 9402.3594390046091576
278 14495.7664326623998932 14495.5571391621506336
279 10015.5840302607994090 10019.5925362816979032
280 17392.5953154351991543 17373.2957374710204022
281 20021.8058597864983312 20012.8671384963490709
282 13930.5776334483998653 13931.1853619603662082
283 10031.7893124074998923 10036.0916421320507652
284 15169.8099129918991821 15148.0874040462367702
285 11353.5975097862992698 11342.1666642818927357
286 18051.1207237806993362 18054.5712392254717997
287 18989.8496406681988447 18995.2905684837969602
288 10162.0485417366999172 10162.1829275797590526
289 23581.0550484162995417 23575.5288759024551837
290 29182.2176622869992570 29128.5960862020474451
291 9689.2220845074007229 9693.1891820283708512
292 24259.0147282707002887 24286.8328847003504052
293 27959.3657148665988643 27960.7796383813765715
294 41145.2524042470977292 40519.5344623831551871
295 10335.8862330423999083 10338.9746697391892667
296 10842.2218720563996612 10845.0884569699373969
297 12360.8600073230009002 12358.5064249155911966
298 11754.6266213190992858 11745.4400422972794331
299 13252.3666591187993617 13238.1064360638574726
300 18472.1003219941012503 18439.3699003210640512
301 14514.9084919769993576 14507.3581761974928668
302 15580.3544897630999913 15553.1066327657863440
303 25376.6404403242013359 25350.2135751921377960
304 42740.9552557979986886 41812.9032250411109999
305 13241.1546249080001871 13227.0312079303748760
306 22397.3916641678988526 22386.3057871426026395
307 19052.1201109333014756 19052.9448763116597547
308 25759.6721940788011125 25797.7563955673904275
309 38295.3926383064026595 37805.9740682183983154
310 14438.8425136589994509 14418.3759876620897558
311 10310.5759938693008735 10310.0514472186005150
312 11259.3156342531001428 11257.1724694334625383
313 10676.0870411258001695 10675.7289981717385672
314 15983.9007723373997578 15975.4836786154064612
315 10312.8244498366002517 10313.5801085511393467
316 13216.2003678810997371 13218.3160874580207746
317 11930.2642166229998111 11929.7517353215698677
318 36312.3719854879964259 35775.1315082392538898
319 14300.3510862332004763 14302.4756138763186755
320 30502.0689563343985355 30593.0204441098649113
321 12080.9460099824991630 12065.1602034187671961
322 10294.4997838407998643 10288.5531922297705023
323 9573.9300406833008310 9575.4273202463737107
324 34943.9181101817011950 34717.3504519886264461
325 26105.4333218706015032 26069.1193728644429939
326 44158.4388096914990456 42691.4391243353602476
327 11368.6725611814999866 11366.7731314699394716
328 9537.7557052496995311 9542.7083604873187141
329 28156.9441578328987816 28163.6511920557386475
330 21163.5815769982982602 21209.3888736316803261
331 23281.2675153798008978 23342.7414636136309127
332 39229.4706893101974856 38875.7797123944546911
333 23122.4033298096001090 23068.3954888342377672
334 28872.7871976552996784 28927.7154676543032110
335 71872.6978721703053452 65086.0384848284957116
336 19126.9361874429014279 19114.0387667521426920
337 27299.6227652572015359 27234.5113726531853899
338 38785.2536299476996646 37955.7859476727535366
339 69129.7312060982949333 63115.2762599557172507
340 39326.1418405610020272 38200.5794993059826083
341 21288.6941648598003667 21302.7416270253415860
342 18577.4621126888996514 18570.7947703579411609
343 21977.6361971639016701 22035.2918431994330604
344 40494.4408962098968914 40142.9322986287588719
345 18879.2986154544996680 18896.7037799042773258
346 28870.3605154295000830 28423.4534146964651882
347 22212.4829592259011406 22224.1858993985442794
348 45064.0462320966034895 43399.7417010355129605
349 20212.8051814639984514 20221.0172311006863310
350 75948.0684466615057318 66784.6976374243531609
351 33779.1969183171968325 33546.4464137386021321
352 18275.9974144736006565 18273.5230483143786842
353 18999.0725919317010266 19017.4730785012507113
354 63927.4227877935991273 59601.1619115555076860
355 18697.5040081541992549 18711.2800921213965921
356 19147.6027228253988142 19163.1544039665204764
357 21286.7652144435014634 21257.9719934916647617
358 46537.9146640092003508 45715.4245703716878779
359 58052.6772650834973319 55382.6838757122895913
360 38494.9865958528025658 37256.5339844733534846
361 37696.8809703791994252 37176.6896056970435893
362 18659.2278745799012540 18658.9340887833932356
363 46628.5370853143977001 45802.6043145517833182
364 19008.1767883840002469 19022.0817344207862334
365 21999.3773538403002021 21942.6690988219706924
366 19219.2169352538003295 19210.7693405328682275
367 62030.2879248735989677 57901.8189000683341874
368 22075.7173741613005404 22116.6919260303475312
369 19408.3074603470013244 19415.4403604015824385
370 39293.0326807481033029 39108.5606799432498519
371 19788.2170997946996067 19826.5789386477445078
372 20684.2651406795012008 20709.0044505225814646
373 18287.2357890825005597 18283.3804350667087419
374 24741.8832617640000535 24800.0076638367172563
375 22314.6698520399004337 22342.4438933714336599
376 53138.5990822265011957 50317.5148204650322441
377 18513.7424306834982417 18524.5865009726294375
378 18663.8414441624008759 18651.8706459714667290
379 19237.0681587539002066 19244.2890310839538870
380 51029.6638832523021847 49329.7353131319396198
381 28671.1387809086008929 28446.7345186433667550
382 26210.3325245144005748 26279.0378825985644653
383 27110.0850569245012593 26793.0526255360564392
384 19150.7712617885990767 19156.6098155902000144
385 24172.0411690440014354 24214.5756958844431210
386 29887.8055038419988705 29836.7483061832899693
387 20873.6866329069016501 20920.6947524374736531
388 39418.4514324004994705 38591.3213874333378044
389 59526.9134368860031827 56440.5896824556693900
390 40133.0869834507029736 38743.6378129603253910
391 28304.8112432831003389 28343.5190033493563533
392 21070.4924276273995929 21114.0900189552194206
393 29723.0735222397015605 29727.5702307517385634
394 18204.9024956772991573 18199.7743317092172219
395 23380.6924690652012941 23439.4021795781955007
396 30632.3206559026984905 30645.6824972934700781
397 29011.6036354108982778 28752.7815163272316568
398 18184.7415409683017060 18186.0147397472355806
399 26718.2728453911986435 26757.3623780493107915
400 21984.3967113465987495 22003.6419047387935279
401 18964.0909095153001545 18984.0166511706156598
402 19274.6588053980012774 19273.9435400669171941
403 22851.7724920346990984 22737.3203830814236426
404 18471.9211539895004535 18464.4982031499494042
405 75046.4239442049001809 66649.5028788416384486
406 45829.5340828378975857 44828.3063392404728802
407 55869.3139939998000045 52780.5651582180144032
408 41216.4932569993979996 40893.3164176115678856
409 22174.5294932342985703 22153.0488313894165913
410 18870.4612040842985152 18870.9663238347857259
411 18385.4589939290017355 18381.6657888071422349
412 28778.6995510365995870 28820.2003862628698698
413 29392.6333672389009735 28870.7465810442081420
414 19240.5885372548982559 19239.9785015002235014
415 19546.1390409179002745 19567.8981121569013339
416 31806.1426682981000340 31253.8401665441269870
417 18732.5892419496012735 18723.7391522791294847
418 19447.7569396100989252 19463.2023287696392799
419 19563.1329894953996700 19556.9103510621062014
420 27871.5850175896011933 27576.5421753019836615
421 22068.9846456601007958 22089.1898007245254121
422 55294.8279159129015170 53251.9916312959248899
423 32826.7267422453005565 32831.4919242770192795
424 37130.5535021917967242 36999.2044955638557440
425 53491.6739042386034271 51046.5636253704360570
426 36080.4435087293968536 35973.6701130793808261
427 56767.4288193320971914 53937.9054538858181331
428 19363.8583621727993886 19353.6913703834179614
429 27019.7090018577000592 26948.8055348361376673
430 18363.0627419445991109 18355.7272093731553468
431 29070.7664014629990561 29095.5716049397669849
432 20091.6496995183988474 20132.4960252223027055
433 23504.5420750763005344 23556.4615636311646085
434 22484.4069071396006620 22391.2825644742988516
435 23067.1384514515011688 23106.0096787785187189
436 18551.8866595440013043 18542.7481567037866625
437 18342.9483059117992525 18343.1651352463632065
438 18181.7181409635013551 18181.7785544024300179
439 19517.9285724178007513 19514.4784648119639314
440 21330.6665422381993267 21333.6839339985235711
441 16136.8391639720994135 16123.4368684069922892
442 10249.2430114049002441 10247.0652271380567981
443 27999.1175338319990260 28032.5885149557943805
444 14508.0276630541993654 14502.5436524955111963
445 13297.0399167374998797 13301.9736652184656123
446 10942.0879608580999047 10942.8339901851559262
447 11211.4586097555002198 11216.4532410543743026
448 9737.8280313016002765 9738.6151977866775269
449 10750.2766440701998363 10745.6840438141825871
450 10077.8229562095002620 10075.8064907188381767
451 9698.7074877596005535 9698.2268307282083697
452 9558.8021397989996331 9560.3517171723178762
453 31415.4429452317017422 31436.9244991695559293
454 24630.7992423887008044 24663.6326219646689424
455 15558.4514508564006974 15550.3054119842454384
456 10368.2487312594003015 10365.3722091483014083
457 39028.0203045231028227 38441.8932524087722413
458 24288.3763213966012700 24302.3908669519260002
459 9895.2276900171000307 9901.5643048208403343
460 11848.3577134381994256 11845.1519192316882254
461 37853.4444928161974531 37248.7190350489618140
462 16163.2716620284991222 16149.0126524965307908
463 35908.6052017589972820 35744.1530252047814429
464 13439.4510339864991693 13439.0543273197999952
465 20113.2642282730012084 20091.0580047516996274
466 12292.1452592498008016 12297.9545220931377116
467 18918.9199263281989261 18940.6281562482436129
468 11428.6109836173000076 11424.9542614986803528
469 9909.5378156737006066 9904.5711914368803264
470 17791.9976518555995426 17806.2757335705537116
471 10097.5084569645005104 10098.0669510221559904
472 9768.2382779409999785 9773.1189997189394489
473 16334.7520573908004735 16340.4757345636207901
474 21898.0838846270999056 21896.8858227207492746
475 9569.3839371627000219 9573.9711426975427457
476 13408.7889803925008891 13407.0702870697423350
477 18519.2726984174005338 18536.1836911031605268
478 14840.4956293878003635 14842.0743559118382109
479 10197.9505118594006490 10199.5729870280101750
480 9691.8381788281003537 9689.5632000725963735
481 37943.0945500036978046 37802.7693865873006871
482 12115.8764714922999701 12114.6841600966181431
483 25688.5922401731986611 25713.5304512581278686
484 11326.6962223134996748 11329.9382553151954198
485 12543.9994080520991702 12543.5431075636734022
486 15366.2538533906008524 15375.8234979432636464
487 35431.6233061833991087 35442.6439568017231068
488 9571.0613318940995669 9577.7190939909123699
489 15096.7115122702998633 15082.9067727712244960
490 9777.2101097601007496 9775.0795185184324509
491 9999.3585393609992025 10001.9794113239149738
492 24037.6039459226994950 24070.8234667418873869
493 19431.5434528020014113 19456.5232222494814778
494 20373.0684168853003939 20396.3451423838778283
495 41670.9494438468973385 40811.0633893639460439
496 11604.8284023287997115 11607.0239656942139845
497 14559.1514426283993089 14560.5369812803364766
498 33588.7556856048977352 33318.4653290880960412
499 19519.7815258498994808 19541.6507558741250250
500 12185.9358237410997390 12185.4207956290265429
501 10023.9775138569002593 10023.1248860366213194
502 44010.6577036352027790 42890.1622493884788128
503 32390.6153563592997671 32282.6150098039834120
504 28061.7243192282985547 28100.4334083905632724
505 14683.7962363029000699 14690.1005874417969608
506 10318.0604255697999179 10318.5624839089687157
507 36254.4582336958992528 35829.4638869611007976
508 28436.7848097751011665 28539.3985589674557559
509 9527.2567382383003860 9526.1094126051339117
510 10740.7740910757001984 10741.8516509381079231
511 28969.8016885672004719 29063.3648941692372318
512 16540.5016781027989055 16533.1123948417880456
513 10605.0915112637994753 10600.1969748513529339
514 14306.8983169709008507 14303.2020154342026217
515 16118.2098434100007580 16128.8551354770534090
516 28778.5039368840989482 28737.4710420103219803
517 11538.4186073413002305 11537.9536031545721926
518 9900.7710132688007434 9898.5199986722036556
519 10178.2044170416993438 10180.3886101456537290
520 20482.1469395677995635 20476.7704564572377421
521 12065.4209245751007984 12066.1632586056366563
522 11022.8541305756007205 11020.0443289848317363
523 13420.0956654833007633 13418.5028356478942442
524 13695.2012616169995454 13692.0071618224319536
525 19940.2787707042989496 19936.8312269892157929
526 26744.4304423251996923 26757.1634243589724065
527 10953.6743669879997469 10955.5000692375142535
528 28855.9580502231983701 28889.3299929207496461
529 10789.2760585715004709 10783.9765907242581306
530 9649.5666018625997822 9652.2866615577240736
531 11711.2506277974007389 11718.7518032108691841
532 10306.9364262160997896 10300.2712959917189437
533 19379.6003744439985894 19392.0023857027117629
534 9787.7441251593991183 9784.0940654292826366
535 10035.4575483599001018 10032.0045296896132641
536 12857.1683793169995624 12856.1140736789020593
537 24053.7791168447001837 24069.4680054586460756
538 9470.8185601861005125 9471.6938985574779508
539 44059.4609695718972944 42551.3026105557801202
540 19207.2291370345992618 19206.2630784432985820
541 11792.0158941907993722 11790.8142086726475100
542 18186.8296976860001450 18177.8008111160379485
543 13820.9257327791001444 13827.6696960918488912
544 13712.3134001657999761 13709.2131426976029616
545 9588.4418055949990958 9590.8767542189816595
546 10712.7948319098995853 10710.4328907486415119
547 25313.9039403397982824 25349.1713836225426348
548 21402.3705720563011710 21387.0957276526642090
549 9555.5993728959001601 9559.3844617675913469
550 46688.2947183552023489 45048.7337512789745233
551 41960.4164584723985172 40995.6386285776461591
552 10998.2190435691009043 10996.6327743137553625
553 11306.3492060428998229 11312.9311213841301651
554 35179.0321325683980831 34843.4694082789501408
555 11358.2542363365992060 11350.5690283627118333
556 11536.7052593882999645 11531.3170256625289767
557 15928.3479103945992392 15940.6153206049038999
558 11967.0473871505000716 11971.9385948452345474
559 10886.9997950926008343 10878.5862169563515636
560 11058.9621040708007058 11064.2856104143320408
561 13862.2387665593996644 13857.0194514651138888
562 14553.7959251580996352 14560.5878488781017950
563 41276.6103213868991588 40656.2025485161793767
564 30029.3703131219008355 30003.1981447213111096
565 29814.0233301533990016 29754.6039430883320165
566 11208.5818174281994288 11216.7117801328477071
567 14830.4081364250996558 14834.1755729284559493
568 12363.8975034678005613 12366.0175870680905064
569 23125.2697784595002304 23175.4069080837434740
570 12989.1935927010999876 12981.6178865662004682
571 24325.5111117212982208 24383.9637545347286505
572 37155.9380095961969346 36890.2222270977144944
573 16158.6535838633008098 16166.2979462183357100
574 17678.2065524341014680 17690.2261871280206833
575 27447.6045262804000231 27398.8291564686296624
576 26336.7061898280007881 26377.5407639713776007
577 10055.9576997970998491 10052.1165316453189007
578 19398.4175526207000075 19423.3290200718256528
579 11150.4268578952996904 11141.5238077403391799
580 10350.7049959130999923 10346.6742305858297186
581 12172.1485675981002714 12174.5969335794197832
582 19784.7998209032011800 19793.1609433968224039
583 26260.0347814181986905 26275.3352243959889165
584 44255.3979235927035916 43138.5049561972846277
585 14393.5497565751993534 14402.4403177893946122
586 10434.3136278983001830 10429.9402719984409487
587 12388.7621160335002060 12385.0405483285721857
588 11604.7226101413998549 11605.4928274674784916
589 20524.7764218443990103 20535.6061224576769746
590 12072.7801000368999667 12065.3072650730973692
591 31051.8287696043007600 31072.2038328576345521
592 33403.8770292065964895 33327.2093717566822306
593 12604.4886165157004143 12614.8473776110949984
594 29044.4993910890007101 29031.0175967351387953
595 10579.5428487425997446 10573.8976610383815569
596 10616.6404376250993664 10612.3766222598751483
597 23004.1197472606982046 23031.8863181846936641
598 19714.0363721860012447 19736.2081428105884697
599 40010.5977040888974443 39549.0316401912568836
600 10721.2357290789004765 10717.5757387212433969
601 14683.9271463675995619 14696.5135246615463984
602 43109.5561162415979197 42000.1865138270877651
603 10151.1694734555003379 10146.4326726832714485
604 10323.1594372796007519 10323.9093371934504830
605 29821.3700037997004983 29895.2195092494366691
606 13151.2357064841999090 13154.5037290024556569
607 22708.4571318499984045 22723.1593873070887639
608 16454.9037437447987031 16462.6476473037146206
609 20577.9386232899996685 20604.5798090322932694
610 10203.7774357619000511 10203.3896820793052029
611 11764.4560588163003558 11755.3118671175907366
612 21554.1342570230990532 21569.5870669124888082
613 34592.1950201114013907 34474.3703605799310026
614 16696.0277829836995807 16711.0898735254959320
615 13969.3642567048991623 13973.9117696764824359
616 21483.0457090493982832 21513.7670891813795606
617 14191.7989695850992575 14197.7765279185332474
618 30468.5407128145016031 30396.6630855105067894
619 14905.2583616602005350 14901.9044697940407787
620 11420.9412820873003511 11412.1877164691359212
621 39247.6942930981022073 38762.2052737623234862
622 10820.2722180831005971 10820.8859812648697698
623 11308.9749302569998690 11315.7445903478437685
624 10245.4745775913997932 10242.1323111511046591
625 14549.4501802567992854 14545.5567572219752037
626 22431.7799231075005082 22474.7866694349140744
627 10360.2619156307991943 10357.4830847406155954
628 10845.4049124664998089 10837.6850859024434612
629 17996.5275930392999726 18009.7941034479299560
630 12636.8832220830990991 12642.5223673407399474
631 29555.7094152786012273 29631.3072146664926549
632 10699.4439839103997656 10692.9118352232217148
633 10071.5315813394008728 10068.2636824958135549
